,Names,"Elastic (Young's, Tensile) Modulus",Elongation at Break,Poisson's Ratio,Shear Modulus,Tensile Strength: Ultimate (UTS),Tensile Strength: Yield (Proof),Latent Heat of Fusion,Melting Completion (Liquidus),Melting Onset (Solidus),Specific Heat Capacity,Thermal Conductivity,Thermal Expansion,Electrical Conductivity: Equal Volume,Electrical Conductivity: Equal Weight (Specific),Base Metal Price,Density,Embodied Carbon,Embodied Energy,Embodied Water,Resilience: Ultimate (Unit Rupture Work),Resilience: Unit (Modulus of Resilience),Stiffness to Weight: Axial,Stiffness to Weight: Bending,Strength to Weight: Axial,Strength to Weight: Bending,Thermal Diffusivity,Thermal Shock Resistance,Iron (Fe)Fe,Nickel (Ni)Ni,Manganese (Mn)Mn,Molybdenum (Mo)Mo,Silicon (Si)Si,Copper (Cu)Cu,Carbon (C)C,Chromium (Cr)Cr,Vanadium (V)V,Phosphorus (P)P,Sulfur (S)S,PREN (Pitting Resistance),Niobium (Nb)Nb,Nitrogen (N)N,Aluminum (Al)Al,Titanium (Ti)Ti,Zirconium (Zr)Zr,Brinell Hardness,Fatigue Strength,Maximum Temperature: Mechanical,Impact Strength: V-Notched Charpy,Tungsten (W)W,Maximum Temperature: Corrosion,Selenium (Se)Se,Cobalt (Co)Co,Magnesium (Mg)Mg,Tin (Sn)Sn,Arsenic (As)As,Shear Strength,Calcium (Ca)Ca,Boron (B)B,Oxygen (O)O,Tantalum (Ta)Ta,Cerium (Ce)Ce,Lanthanum (La)La,Lead (Pb)Pb,Zinc (Zn)Zn
565,EN-1.8946-S355J2WP-Weathering-Steel,190.0,16.0,0.29,73.0,580.0,390.0,250,1460,1420,470,43.0,13.0,7.6,8.7,2.7,7.8,1.7,23,51,82.0,410.0,13.0,24.0,20.0,20.0,12.0,17.0,97.15,0.35,0.55,0.0,0.4,0.4,0.075,0.825,0.07,0.10500000000000001,0.0175,4.833333333333333,0.0325,0.0,0.015,0.06,0.0,170.0,260.0,420.0,30.0,0.0,404.3030303030303,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,EN-1.8958-S235J0W-Weathering-Steel,190.0,19.0,0.29,73.0,430.0,220.0,250,1460,1420,470,46.0,13.0,7.3,8.4,2.4,7.9,1.5,19,50,70.0,130.0,13.0,24.0,15.0,16.0,12.0,13.0,97.9,0.35,0.425,0.0,0.225,0.4,0.08,0.6,0.0,0.02,0.02,5.0,0.0,0.005,0.0,0.0,0.0,130.0,150.0,410.0,30.0,0.0,404.34343434343435,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,EN-1.8959-S355J0W-Weathering-Steel,190.0,16.0,0.29,73.0,570.0,340.0,250,1460,1420,470,39.0,13.0,7.6,8.7,2.7,7.8,1.6,21,52,78.0,300.0,13.0,24.0,20.0,19.0,10.0,17.0,96.95,0.35,1.0250000000000001,0.175,0.275,0.4,0.095,0.6,0.0,0.02,0.02,5.166666666666666,0.0,0.005,0.0,0.0,0.085,170.0,220.0,420.0,30.0,0.0,404.3838383838384,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,EN-1.8961-S235J2W-Weathering-Steel,190.0,19.0,0.29,73.0,430.0,220.0,250,1460,1420,470,45.0,13.0,7.4,8.5,2.6,7.8,1.7,23,50,70.0,130.0,13.0,24.0,15.0,16.0,12.0,13.0,97.69999999999999,0.35,0.425,0.0,0.225,0.4,0.08,0.6,0.07,0.02,0.0175,5.333333333333333,0.0325,0.0,0.015,0.06,0.0,130.0,150.0,410.0,30.0,0.0,404.42424242424244,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,EN-1.8965-S355J2W-Weathering-Steel,190.0,16.0,0.29,73.0,570.0,340.0,250,1460,1420,470,39.0,13.0,7.6,8.7,3.0,7.8,1.8,25,52,78.0,300.0,13.0,24.0,20.0,19.0,10.0,17.0,96.8,0.35,1.0250000000000001,0.175,0.275,0.4,0.095,0.6,0.07,0.0175,0.0175,5.5,0.0325,0.0,0.015,0.06,0.085,170.0,220.0,420.0,30.0,0.0,404.4646464646465,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,EN-1.8967-S355K2W-Weathering-Steel,190.0,16.0,0.29,73.0,570.0,340.0,250,1460,1420,470,39.0,13.0,7.6,8.7,3.0,7.8,1.8,25,52,78.0,300.0,13.0,24.0,20.0,19.0,10.0,17.0,96.8,0.35,1.0250000000000001,0.175,0.275,0.4,0.095,0.6,0.07,0.0175,0.0175,5.666666666666666,0.0325,0.0,0.015,0.06,0.085,170.0,220.0,420.0,30.0,0.0,404.5050505050505,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,Grade-FDC-Spring-Steel,190.0,16.46153846153846,0.29,80.0,1680.0,337.6923076923077,250,1450,1410,470,51.0,13.0,7.1,8.2,1.9,7.8,1.4,19,47,79.6923076923077,296.9230769230769,13.0,24.0,60.0,40.0,14.0,50.0,98.7,0.0,0.85,0.0,0.22499999999999998,0.06,0.675,0.15,0.0,0.015,0.0125,5.833333333333333,0.0,0.0,0.0,0.0,0.0,510.0,220.0,400.0,29.853658536585368,0.0,404.54545454545456,0.0,0.0,0.0,0.0,0.0,349.2307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,Grade-FDCrV-Spring-Steel,190.0,16.923076923076923,0.29,80.0,1800.0,335.38461538461536,250,1450,1410,470,48.0,13.0,7.1,8.2,2.1,7.8,1.9,26,49,81.38461538461539,293.84615384615387,13.0,24.0,64.0,42.0,13.0,53.0,98.3,0.0,0.7,0.0,0.22499999999999998,0.06,0.6699999999999999,0.5,0.2,0.015,0.0125,6.0,0.0,0.0,0.0,0.0,0.0,540.0,220.0,410.0,29.70731707317073,0.0,404.5858585858586,0.0,0.0,0.0,0.0,0.0,348.46153846153845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,Grade-FDSiCr-Spring-Steel,190.0,17.384615384615383,0.29,80.0,1930.0,333.0769230769231,270,1440,1400,480,48.0,13.0,7.3,8.5,2.2,7.7,1.5,20,48,83.07692307692308,290.7692307692308,13.0,25.0,69.0,44.0,13.0,58.0,97.15,0.0,0.7,0.0,1.4,0.06,0.55,0.65,0.0,0.015,0.0125,6.166666666666666,0.0,0.0,0.0,0.0,0.0,580.0,220.0,410.0,29.5609756097561,0.0,404.62626262626264,0.0,0.0,0.0,0.0,0.0,347.6923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,Grade-FDSiCrV-Spring-Steel,190.0,17.846153846153847,0.29,80.0,2100.0,330.7692307692308,270,1440,1400,480,47.0,13.0,7.4,8.6,2.3,7.7,1.9,26,50,84.76923076923077,287.6923076923077,13.0,25.0,75.0,47.0,13.0,63.0,96.9,0.0,0.65,0.0,1.45,0.06,0.6,0.75,0.175,0.015,0.0125,6.333333333333333,0.0,0.0,0.0,0.0,0.0,630.0,220.0,420.0,29.414634146341463,0.0,404.6666666666667,0.0,0.0,0.0,0.0,0.0,346.9230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,Grade-TDC-Spring-Steel,190.0,18.307692307692307,0.29,80.0,1700.0,328.46153846153845,250,1450,1410,470,51.0,13.0,7.1,8.2,1.9,7.8,1.4,19,47,86.46153846153847,284.61538461538464,13.0,24.0,60.0,40.0,14.0,50.0,98.7,0.0,0.85,0.0,0.22499999999999998,0.05,0.675,0.15,0.0,0.01,0.01,6.5,0.0,0.0,0.0,0.0,0.0,510.0,220.0,400.0,29.26829268292683,0.0,404.7070707070707,0.0,0.0,0.0,0.0,0.0,346.15384615384613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,Grade-TDCrV-Spring-Steel,190.0,18.76923076923077,0.29,80.0,1730.0,326.15384615384613,250,1450,1410,470,49.0,13.0,7.1,8.2,2.1,7.8,1.9,26,49,88.15384615384616,281.53846153846155,13.0,24.0,61.0,41.0,13.0,51.0,98.3,0.0,0.7,0.0,0.22499999999999998,0.05,0.6699999999999999,0.5,0.2,0.0125,0.01,6.666666666666666,0.0,0.0,0.0,0.0,0.0,520.0,220.0,410.0,29.121951219512194,0.0,404.74747474747477,0.0,0.0,0.0,0.0,0.0,345.38461538461536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,Grade-TDSiCr-Spring-Steel,190.0,19.23076923076923,0.29,80.0,1950.0,323.84615384615387,270,1440,1400,480,46.0,13.0,7.3,8.5,2.2,7.7,1.5,20,48,89.84615384615384,278.46153846153845,13.0,25.0,70.0,45.0,12.0,58.0,97.19999999999999,0.0,0.7,0.0,1.4,0.05,0.55,0.65,0.0,0.0125,0.01,6.833333333333333,0.0,0.0,0.0,0.0,0.0,590.0,220.0,410.0,28.975609756097562,0.0,404.7878787878788,0.0,0.0,0.0,0.0,0.0,344.61538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,Grade-TDSiCrV-Spring-Steel,190.0,19.692307692307693,0.29,80.0,2100.0,321.53846153846155,270,1440,1400,480,47.0,13.0,7.4,8.6,2.3,7.7,1.9,26,50,91.53846153846153,275.38461538461536,13.0,25.0,75.0,47.0,13.0,63.0,96.94999999999999,0.0,0.65,0.0,1.45,0.05,0.6,0.75,0.175,0.01,0.01,7.0,0.0,0.0,0.0,0.0,0.0,630.0,220.0,420.0,28.829268292682926,0.0,404.82828282828285,0.0,0.0,0.0,0.0,0.0,343.84615384615387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Grade-VDC-Spring-Steel,190.0,20.153846153846153,0.29,80.0,1700.0,319.2307692307692,250,1450,1410,470,51.0,13.0,7.1,8.1,1.9,7.8,1.4,19,47,93.23076923076923,272.3076923076923,13.0,24.0,60.0,40.0,14.0,50.0,98.82499999999999,0.0,0.75,0.0,0.22499999999999998,0.03,0.675,0.15,0.0,0.01,0.01,7.166666666666666,0.0,0.0,0.0,0.0,0.0,510.0,220.0,400.0,28.682926829268293,0.0,404.8686868686869,0.0,0.0,0.0,0.0,0.0,343.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,Grade-VDCrV-Spring-Steel,190.0,20.615384615384617,0.29,80.0,1730.0,316.9230769230769,250,1450,1410,470,49.0,13.0,7.1,8.2,2.1,7.8,1.9,26,49,94.92307692307692,269.2307692307692,13.0,24.0,61.0,41.0,13.0,51.0,98.3,0.0,0.7,0.0,0.22499999999999998,0.03,0.6699999999999999,0.5,0.2,0.0125,0.01,7.333333333333333,0.0,0.0,0.0,0.0,0.0,520.0,220.0,410.0,28.536585365853657,0.0,404.90909090909093,0.0,0.0,0.0,0.0,0.0,342.3076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Grade-VDSiCr-Spring-Steel,190.0,21.076923076923077,0.29,80.0,1950.0,314.61538461538464,270,1440,1400,480,46.0,13.0,7.3,8.5,2.2,7.7,1.5,20,48,96.61538461538461,266.15384615384613,13.0,25.0,70.0,45.0,12.0,58.0,97.19999999999999,0.0,0.7,0.0,1.4,0.03,0.55,0.65,0.0,0.0125,0.01,7.5,0.0,0.0,0.0,0.0,0.0,590.0,220.0,410.0,28.390243902439025,0.0,404.949494949495,0.0,0.0,0.0,0.0,0.0,341.53846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,Grade-VDSiCrV-Spring-Steel,190.0,21.53846153846154,0.29,80.0,2100.0,312.3076923076923,270,1440,1400,480,47.0,13.0,7.4,8.6,2.3,7.7,1.9,26,50,98.3076923076923,263.0769230769231,13.0,25.0,75.0,47.0,13.0,63.0,96.94999999999999,0.0,0.65,0.0,1.45,0.03,0.6,0.75,0.175,0.01,0.01,7.666666666666666,0.0,0.0,0.0,0.0,0.0,630.0,220.0,420.0,28.24390243902439,0.0,404.989898989899,0.0,0.0,0.0,0.0,0.0,340.7692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,ASTM-A182-Grade-F1-K12822-Steel,190.0,22.0,0.29,73.0,540.0,310.0,250,1470,1420,470,50.0,13.0,7.1,8.2,2.4,7.9,1.5,20,48,100.0,260.0,13.0,24.0,19.0,19.0,13.0,16.0,98.25,0.0,0.75,0.545,0.25,0.0,0.14,0.0,0.0,0.0225,0.0225,7.833333333333333,0.0,0.0,0.0,0.0,0.0,170.0,220.0,410.0,28.097560975609756,0.0,405.030303030303,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,ASTM-A182-Grade-F10-S33100-Steel,190.0,34.0,0.29,74.0,630.0,230.0,290,1420,1370,470,44.5,13.0,15.0,17.0,18.0,7.9,3.6,51,120,170.0,140.0,13.0,24.0,22.0,21.0,12.0,18.0,69.45,20.5,0.65,0.0,1.2,0.0,0.15000000000000002,8.0,0.0,0.02,0.015,8.0,0.0,0.0,0.0,0.0,0.0,190.0,180.0,600.0,27.951219512195124,0.0,405.07070707070704,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,ASTM-A182-Grade-F11-Class-1-K11597-Steel,190.0,23.0,0.29,73.0,470.0,230.0,260,1460,1420,470,39.0,13.0,7.4,8.5,2.9,7.8,1.6,21,52,89.0,140.0,13.0,24.0,17.0,17.0,11.0,14.0,96.85,0.0,0.44999999999999996,0.545,0.75,0.0,0.1,1.25,0.0,0.015,0.015,3.0,0.0,0.0,0.0,0.0,0.0,150.0,160.0,430.0,27.804878048780488,0.0,405.1111111111111,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,ASTM-A182-Grade-F11-Class-2-K11572-Steel,190.0,22.0,0.29,73.0,540.0,310.0,260,1460,1420,470,39.0,13.0,7.4,8.6,2.9,7.8,1.6,21,53,100.0,260.0,13.0,24.0,19.0,19.0,11.0,16.0,96.75,0.0,0.55,0.545,0.75,0.0,0.15000000000000002,1.25,0.0,0.02,0.02,3.0,0.0,0.0,0.0,0.0,0.0,180.0,220.0,430.0,27.658536585365855,0.0,405.1515151515151,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,ASTM-A182-Grade-F12-Class-1-K11562-Steel,190.0,23.0,0.29,73.0,470.0,250.0,250,1470,1420,470,45.0,13.0,7.3,8.3,2.8,7.9,1.6,21,52,91.0,160.0,13.0,24.0,17.0,17.0,12.0,14.0,97.6,0.0,0.44999999999999996,0.545,0.25,0.0,0.1,1.05,0.0,0.0225,0.0225,2.8,0.0,0.0,0.0,0.0,0.0,150.0,180.0,430.0,27.51219512195122,0.0,405.19191919191917,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,ASTM-A182-Grade-F12-Class-2-K11564-Steel,190.0,22.0,0.29,73.0,540.0,310.0,250,1460,1420,470,43.0,13.0,7.3,8.4,2.8,7.8,1.6,21,52,100.0,260.0,13.0,24.0,19.0,19.0,12.0,16.0,97.35,0.0,0.55,0.545,0.35,0.0,0.15000000000000002,1.05,0.0,0.02,0.02,2.8,0.0,0.0,0.0,0.0,0.0,180.0,220.0,430.0,27.365853658536587,0.0,405.2323232323232,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,ASTM-A182-Grade-F122-K91271-Steel,190.0,23.0,0.28,76.0,710.0,450.0,270,1490,1440,470,24.0,13.0,10.0,12.0,12.0,8.0,3.0,44,100,140.0,520.0,14.0,24.0,25.0,22.0,6.4,19.0,84.5,0.25,0.35,0.425,0.25,1.0,0.10500000000000001,10.75,0.22499999999999998,0.01,0.005,17.0,0.07,0.07,0.01,0.005,0.005,220.0,320.0,600.0,27.21951219512195,2.0,405.27272727272725,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0
590,ASTM-A182-Grade-F2-K12122-Steel,190.0,23.0,0.29,73.0,550.0,310.0,250,1460,1420,470,46.0,13.0,7.3,8.3,2.7,7.8,1.6,21,50,110.0,250.0,13.0,24.0,20.0,19.0,12.0,16.0,97.75,0.0,0.55,0.545,0.35,0.0,0.13,0.655,0.0,0.02,0.02,2.5,0.0,0.0,0.0,0.0,0.0,170.0,220.0,420.0,27.073170731707318,0.0,405.3131313131313,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,ASTM-A182-Grade-F22V-K31835-Steel,190.0,21.0,0.29,74.0,670.0,460.0,250,1470,1430,470,39.0,13.0,7.6,8.7,4.2,7.9,2.5,35,61,120.0,570.0,13.0,24.0,24.0,22.0,11.0,19.0,95.5,0.125,0.44999999999999996,1.0,0.05,0.1,0.13,2.25,0.3,0.0075,0.005,5.6,0.035,0.0,0.0,0.015,0.0,210.0,320.0,460.0,26.926829268292682,0.0,405.35353535353534,0.0,0.0,0.0,0.0,0.0,420.0,0.0075,0.001,0.0,0.0,0.0,0.0,0.0,0.0
592,ASTM-A182-Grade-F23-K41650-Steel,190.0,22.0,0.29,74.0,570.0,460.0,250,1500,1450,470,41.0,13.0,7.8,8.9,7.0,8.0,2.5,36,59,120.0,550.0,13.0,24.0,20.0,19.0,11.0,17.0,94.7,0.2,0.35,0.175,0.25,0.0,0.07,2.25,0.25,0.015,0.005,5.7,0.05,0.0075,0.015,0.0325,0.0,190.0,320.0,450.0,26.78048780487805,1.65,405.3939393939394,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0
593,ASTM-A182-Grade-F24-K30736-Steel,190.0,23.0,0.29,74.0,670.0,460.0,260,1470,1430,470,39.0,13.0,7.6,8.8,4.0,7.8,2.3,33,61,140.0,570.0,13.0,24.0,24.0,22.0,11.0,19.0,95.3,0.0,0.5,1.0,0.3,0.0,0.07500000000000001,2.4000000000000004,0.25,0.01,0.005,6.7,0.0,0.06,0.01,0.08,0.0,210.0,330.0,460.0,26.634146341463413,0.0,405.4343434343434,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.00425,0.0,0.0,0.0,0.0,0.0,0.0
594,ASTM-A182-Grade-F36-K21001-Steel,190.0,17.0,0.29,73.0,710.0,490.0,250,1460,1420,470,39.0,13.0,7.6,8.6,3.4,7.9,1.7,22,53,110.0,650.0,13.0,24.0,25.0,22.0,10.0,21.0,96.05,1.15,1.0,0.375,0.375,0.65,0.135,0.15,0.01,0.015,0.0125,6.5,0.03,0.01,0.025,0.0,0.0,220.0,330.0,410.0,26.48780487804878,0.0,405.47474747474746,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,ASTM-A182-Grade-F3V-K31830-Steel,190.0,20.0,0.29,74.0,660.0,470.0,250,1470,1430,470,39.0,13.0,7.6,8.8,4.2,7.9,2.3,33,63,120.0,590.0,13.0,24.0,23.0,21.0,10.0,19.0,95.05000000000001,0.0,0.44999999999999996,1.0,0.05,0.0,0.11499999999999999,3.0,0.25,0.01,0.01,6.3,0.0,0.0,0.0,0.025,0.0,210.0,330.0,470.0,26.34146341463415,0.0,405.5151515151515,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
596,ASTM-A182-Grade-F3VCb-K31390-Steel,190.0,21.0,0.29,74.0,670.0,460.0,250,1470,1430,470,40.0,13.0,7.7,8.9,4.5,7.9,2.4,33,64,120.0,570.0,13.0,24.0,24.0,22.0,11.0,19.0,94.8,0.125,0.44999999999999996,1.0,0.05,0.125,0.125,3.0,0.25,0.01,0.005,6.3,0.0425,0.0,0.0,0.0075,0.0,210.0,320.0,470.0,26.195121951219512,0.0,405.55555555555554,0.0,0.0,0.0,0.0,0.0,420.0,0.00775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,ASTM-A182-Grade-F5-K41545-Steel,190.0,22.0,0.29,74.0,540.0,310.0,260,1460,1420,470,40.0,13.0,8.1,9.4,4.5,7.8,1.8,24,69,100.0,260.0,14.0,25.0,19.0,19.0,11.0,15.0,93.4,0.25,0.44999999999999996,0.545,0.25,0.0,0.075,5.0,0.0,0.015,0.015,6.8,0.0,0.0,0.0,0.0,0.0,180.0,220.0,510.0,26.048780487804876,0.0,405.5959595959596,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,ASTM-A182-Grade-F5a-K42544-Steel,190.0,25.0,0.29,74.0,710.0,520.0,260,1460,1420,470,40.0,13.0,8.2,9.4,4.5,7.8,1.8,24,69,160.0,700.0,14.0,25.0,25.0,23.0,11.0,20.0,93.5,0.25,0.3,0.545,0.25,0.0,0.125,5.0,0.0,0.02,0.015,6.8,0.0,0.0,0.0,0.0,0.0,310.0,380.0,510.0,25.902439024390244,0.0,405.6363636363636,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,ASTM-A182-Grade-F911-K91061-Steel,190.0,20.0,0.28,76.0,690.0,500.0,270,1480,1440,470,26.0,13.0,9.2,10.0,9.5,7.9,2.8,40,90,130.0,650.0,14.0,24.0,24.0,22.0,6.9,19.0,87.55000000000001,0.2,0.44999999999999996,1.0,0.3,0.0,0.11,9.0,0.215,0.01,0.005,15.0,0.08,0.065,0.01,0.005,0.005,220.0,350.0,600.0,25.75609756097561,1.0,405.67676767676767,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.00315,0.0,0.0,0.0,0.0,0.0,0.0
600,ASTM-A182-Grade-F92-K92460-Steel,190.0,22.0,0.28,76.0,690.0,500.0,260,1490,1450,470,26.0,13.0,9.3,10.0,11.0,7.9,2.8,40,89,140.0,650.0,14.0,24.0,24.0,22.0,6.9,19.0,87.44999999999999,0.2,0.44999999999999996,0.44999999999999996,0.25,0.0,0.1,9.0,0.2,0.01,0.005,14.0,0.065,0.05,0.01,0.005,0.005,240.0,360.0,590.0,25.609756097560975,1.75,405.7171717171717,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0
601,ASTM-A182-Grade-FR-K22035-Steel,190.0,28.0,0.29,72.0,490.0,360.0,250,1460,1420,470,52.0,13.0,7.5,8.6,3.3,7.9,1.6,21,52,120.0,340.0,13.0,24.0,17.0,17.0,14.0,14.0,96.25,1.9000000000000001,0.75,0.0,0.0,1.025,0.1,0.0,0.0,0.0225,0.025,12.166666666666666,0.0,0.0,0.0,0.0,0.0,170.0,270.0,410.0,25.463414634146343,0.0,405.75757575757575,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,ASTM-A231-Chromium-Vanadium-Spring-Steel,190.0,14.0,0.29,73.0,1790.0,1570.0,250,1460,1410,470,52.0,13.0,7.3,8.4,2.3,7.8,2.0,28,51,230.0,323.3333333333333,13.0,24.0,64.0,42.0,14.0,53.0,97.2,0.0,0.8,0.0,0.25,0.0,0.505,0.9500000000000001,0.22499999999999998,0.02,0.02,10.333333333333334,0.0,0.0,0.0,0.0,0.0,540.0,1000.0,420.0,25.317073170731707,0.0,405.7979797979798,0.0,0.0,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,ASTM-A232-Chromium-Vanadium-Spring-Steel,190.0,14.0,0.29,73.0,1790.0,1610.0,250,1460,1410,470,52.0,13.0,7.3,8.4,2.3,7.8,2.0,28,51,250.0,306.6666666666667,13.0,24.0,64.0,42.0,14.0,53.0,97.25,0.0,0.8,0.0,0.25,0.0,0.505,0.9500000000000001,0.22499999999999998,0.01,0.0175,8.5,0.0,0.0,0.0,0.0,0.0,540.0,1040.0,420.0,25.170731707317074,0.0,405.83838383838383,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,ASTM-A242-HSLA-Steel,190.0,22.0,0.29,73.0,490.0,330.0,250,1460,1420,470,52.0,13.0,7.1,8.1,1.9,7.9,1.4,18,46,95.0,290.0,13.0,24.0,17.0,17.0,14.0,14.0,99.0,0.0,0.5,0.0,0.0,0.325,0.075,0.0,0.0,0.075,0.025,6.666666666666667,0.0,0.0,0.0,0.0,0.0,150.0,230.0,400.0,25.024390243902438,0.0,405.8787878787879,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,ASTM-A369-Grade-FP1-Molybdenum-Steel,190.0,20.0,0.29,73.0,430.0,240.0,250,1470,1420,470,50.0,13.0,7.1,8.2,2.4,7.9,1.5,20,47,75.0,150.0,13.0,24.0,15.0,16.0,13.0,13.0,98.43,0.0,0.55,0.545,0.3,0.0,0.15000000000000002,0.0,0.0,0.0125,0.0125,4.833333333333334,0.0,0.0,0.0,0.0,0.0,130.0,160.0,410.0,24.878048780487806,0.0,405.9191919191919,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,ASTM-A369-Grade-FP11-Cr-Mo-Steel,190.0,20.0,0.29,73.0,470.0,240.0,260,1460,1420,470,40.0,13.0,7.4,8.5,2.9,7.8,1.6,21,52,80.0,150.0,13.0,24.0,17.0,17.0,11.0,14.0,96.9,0.0,0.44999999999999996,0.545,0.75,0.0,0.1,1.25,0.0,0.0125,0.0125,3.0,0.0,0.0,0.0,0.0,0.0,140.0,160.0,430.0,24.731707317073173,0.0,405.95959595959596,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,ASTM-A369-Grade-FP12-Cr-Mo-Steel,190.0,20.0,0.29,73.0,470.0,250.0,250,1470,1430,470,45.0,13.0,7.3,8.3,2.8,7.9,1.6,21,52,81.0,160.0,13.0,24.0,17.0,17.0,12.0,14.0,97.6,0.0,0.45499999999999996,0.545,0.25,0.0,0.1,1.05,0.0,0.0125,0.0125,2.8,0.0,0.0,0.0,0.0,0.0,140.0,170.0,430.0,24.585365853658537,0.0,406.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,ASTM-A369-Grade-FP2-Cr-Mo-Steel,190.0,20.0,0.29,73.0,430.0,240.0,250,1470,1430,470,49.0,13.0,7.2,8.2,2.6,7.9,1.6,20,50,75.0,150.0,13.0,24.0,15.0,16.0,13.0,13.0,98.0,0.0,0.45499999999999996,0.545,0.2,0.0,0.15000000000000002,0.655,0.0,0.0125,0.0125,2.5,0.0,0.0,0.0,0.0,0.0,130.0,160.0,420.0,24.4390243902439,0.0,406.04040404040404,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,ASTM-A369-Grade-FP21-Cr-Mo-Steel,190.0,20.0,0.29,74.0,470.0,240.0,260,1470,1430,470,41.0,13.0,7.7,8.8,4.0,7.8,1.8,23,61,80.0,150.0,13.0,24.0,17.0,17.0,11.0,14.0,95.25,0.0,0.44999999999999996,0.9500000000000001,0.25,0.0,0.1,3.05,0.0,0.0125,0.0125,6.2,0.0,0.0,0.0,0.0,0.0,140.0,160.0,470.0,24.29268292682927,0.0,406.0808080808081,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
